Prekindergarten,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,Un-graded Primary,9th grade,10th grade,11th grade,12th grade,Un-graded Secondary
1471.216,3684.238,3667.166,3684.091,3787.97,3859.475,3877.267,3827.023,3776.565,3772.276,88.768,3995.574,3833.718,3676.753,3631.45,52.017
